PRICE,BEDS,BATH,PROPERTYSQFT
999000,3,2,1260
1188000,6,2,2186
948888,3,1,950
735000,2,2,832
1399000,13,5,2184.207862
3600000,3,4,2184.207862
1850000,8,4,5000
789000,2,1,2184.207862
569000,3,1,2184.207862
1700000,2,2,1135
12995000,4,4,4155
295000,2,1,613
625000,1,1,650
399000,3,1,391
5700000,3,4,2357
618000,3,2,2184.207862
149999,1,1,694
650000,3,1,550
1990000,5,2.3738608579684373,2184.207862
550000,1,1,2184.207862
279000,1,1,2184.207862
399000,2,1,1090
2495000,3,2.3738608579684373,4125
3695000,10,8,2184.207862
299000,3,1,394
239500,1,1,864
235000,1,1,850
680000,1,1,2184.207862
629000,3,3,1280
1039000,3,2,2300
2200000,3,2.3738608579684373,3760
380000,3,2.3738608579684373,600
599000,2,2,2184.207862
530000,3,2,1280
598000,1,1,2184.207862
1449000,4,2,1632
459000,1,1,2184.207862
825000,5,2,2184.207862
745000,2,2,2184.207862
440000,2,1,2184.207862
7750000,3,4,2855
399900,3,2.3738608579684373,2184.207862
990000,1,1,791
399900,3,2.3738608579684373,2184.207862
1150000,4,3,2184.207862
990000,1,1,791
2300000,1,2,1100
4999000,3,2,2160
350000,1,1,738
1900000,5,4,3640
2498000,6,6,3184
3500000,3,2,2184.207862
995000,5,2,2128
193999,3,1,435
245000,3,1,713
8495000,3,4,4781
12500000,4,4,2938
849000,3,3,2184.207862
500000,1,2.3738608579684373,2184.207862
1895000,3,2,1929
189900,1,1,600
5500000,3,4,2184.207862
10850000,4,2.3738608579684373,4372
999000,5,4,1980
2195000,3,2,1708
1260000,7,2,2000
675000,1,1,2184.207862
225000,2,1,600
229000,1,1,650
1275000,6,5,2500
5495000,5,4,4014
850000,2,2,2184.207862
450000,4,3,2184.207862
950000,3,2,2184.207862
730000,4,3,1648
830000,2,2,2184.207862
829000,5,4,2184.207862
555000,3,1,2184.207862
888000,4,2,2184.207862
1149000,6,3,2600
648000,3,2,2112
499000,2,1,825
450000,2,1,1249
3900000,6,3,2184.207862
558000,3,2,1108
1695000,4,2,2184.207862
725000,5,2.3738608579684373,2184.207862
940000,3,2,2184.207862
539000,2,2,821
99000,1,1,859
895000,2,2,1111
995000,3,2,1300
2550000,3,2,2400
345000,2,1,1000
879000,4,2,2240
945000,2,1,2184.207862
939999,3,2,3096
500000,3,2,1200
475000,1,1,2184.207862
1288000,3,4,2184.207862
3099000,36,16,12460
1238000,3,2,1500
1450000,2,2,2184.207862
370000,2,1,800
595000,1,1,574
2799000,3,3,2350
289000,1,1,520
595000,1,1,2184.207862
669000,3,1,1080
1288000,3,4,2184.207862
13995000,5,2.3738608579684373,6815
2095000,4,4,2184.207862
585000,3,1,1050
699000,3,2,1538
340000,1,1,850
15500000,5,5,4193
199999,1,1,550
2495000,5,4,4230
799000,2,2,1043
888888,4,3,2088
1690000,3,2,1536
8950000,2,2,2270
1449000,3,4,3600
1295000,2,2,1160
599000,1,1,800
628000,3,2,960
593000,2,2,1312
634900,2,2,2184.207862
499900,2,2,960
540000,3,1,509
1950000,3,2,2184.207862
379000,2,1,2184.207862
299000,1,1,800
850000,6,3,2230
199999,9,3,2184.207862
899000,4,3,1892
1299000,10,6,4500
699000,3,3,2184.207862
579000,2,2,750
585000,3,2,1008
579000,2,1,2184.207862
499000,3,3,2184.207862
350000,3,2,1137
1250000,3,2,2072
899000,4,3,2184.207862
1979000,5,2.3738608579684373,3150
599000,3,2,780
779000,4,2,2188
25000000,6,6,2184.207862
350000,3,2,1137
899000,4,3,2184.207862
1195000,2,2,2184.207862
1995000,2,3,1838
564900,1,1,769
1250000,6,4,2184.207862
15000000,4,4,2184.207862
1399000,4,3,2283
1250000,4,2,3160
335000,1,1,2184.207862
685000,4,2,2000
279999,2,1,666
418000,2,1,2184.207862
1780000,10,7,2184.207862
520000,2,1,741
599900,3,2,1248
885000,6,5,2680
258000,1,1,650
700000,2,2,1124
25750000,6,6,2184.207862
999000,4,3,2184.207862
898000,3,1,2744
500000,1,1,720
695000,3,2,1926
215000,3,1,2184.207862
759000,3,1,2184.207862
375000,1,1,1185
2700000,24,24,18936
2100000,3,2,1902
389888,1,1,730
285000,1,1,900
2795000,4,2,2184.207862
674999,3,1,1299
12995000,4,4,5608
759000,3,2,1260
995000,2,2,1030
229000,1,1,2184.207862
239000,1,1,800
315000,2,1,2184.207862
1100000,5,3,2192
225000,1,1,2184.207862
868000,3,2,1484
1380000,5,3,2184.207862
1100000,4,2,1800
865000,1,1,2184.207862
1895000,3,2,1230
749000,3,2,1800
775000,5,2,1600
2395000,2,2,1650
2300000,8,6,4000
700000,1,2,900
775000,5,2,1600
749000,3,2,1800
450000,3,1,494
865000,1,1,2184.207862
280000,3,1,2184.207862
1100000,4,2,1800
1895000,3,2,1230
3890000,3,4,2446
560000,2,1,2184.207862
198000,1,1,2184.207862
1099000,3,2,1092
779000,1,1,800
1880000,5,2,1850
509000,3,1,1100
499000,1,1,845
204888,3,1,2184.207862
1499000,8,3,3300
1295000,8,3,3050
7500000,3,2.3738608579684373,6000
395000,1,1,519
760000,4,2,1490
988000,4,3,1552
528000,2,1,753
949000,5,4,2184.207862
420000,2,1,840
1380000,6,4,2184.207862
1750000,3,2,1494
268000,1,1,850
849000,3,2,2184.207862
1095000,3,2,2184.207862
4295000,3,2,2615
720000,3,2,2184.207862
1900000,3,2.3738608579684373,3500
729999,3,2,1056
425000,3,1,2184.207862
848000,3,3,1080
213000,3,1,430
795000,3,2,1725
749000,3,1,2184.207862
1350000,2,1,2184.207862
649000,2,2,1500
439000,2,1,900
1699000,5,5,2184.207862
2375000,2,2,986
349999,1,1,2184.207862
425000,2,1,2184.207862
1650000,3,4,2272
1225000,4,2,2184.207862
699000,3,2.3738608579684373,2184.207862
1150000,1,1,984
2399000,5,5,2184.207862
989000,8,5,3252
318888,1,1,875
799000,2,2,1549
489000,2,1,950
398000,2,1,900
1190000,3,2,1088
795000,5,2,2184.207862
750000,3,4,2184.207862
899999,3,3,1750
795000,5,2,2184.207862
750000,3,4,2184.207862
899999,3,3,1750
1325000,3,2,1597
595000,1,2,846
10700000,42,43,27152
330000,1,1,726
2998000,3,3,1763
425000,2,1,2184.207862
345000,2,1,1000
999000,2,2,1187
450000,3,2.3738608579684373,2184.207862
135000,2,1,750
261250,2,1,857
728000,3,2,1450
199000,3,2,1100
3200000,3,2.3738608579684373,3735
1950000,3,3,1300
600000,2,2,900
3200000,3,2.3738608579684373,3735
569000,1,1,739
749000,1,1,2184.207862
2488000,4,2.3738608579684373,3850
1138000,5,3,1026
1359000,11,6,2240
3720000,8,8,5500
974998,7,2,2184.207862
300000,3,1,600
729000,3,3,2184.207862
750000,2,2,2184.207862
599000,3,2,1120
11950000,6,5,5336
825000,1,2,1100
800000,3,2.3738608579684373,2184.207862
289000,3,1,2184.207862
4750000,4,4,4100
899999,2,1,2184.207862
868000,2,2,1152
3995000,3,3,1637
1500000,3,2,1240
625000,4,2,2184.207862
749000,1,1,2184.207862
520000,3,2.3738608579684373,1705
749900,5,2,1400
799000,6,4,2310
959000,3,4,1993
888000,5,3,2980
725000,2,2,988
1065000,2,2,2184.207862
19995000,7,6,8200
744000,2,1,890
675000,3,0,2780
4595000,4,4,3052
475000,1,1,2184.207862
189000,2,1,800
998888,4,3,2184.207862
675000,3,0,2780
4500000,1,2.3738608579684373,5400
32000000,4,6,7500
3250000,6,4,3059
769000,7,2,2100
648998,3,2,1296
1699900,7,5,2418
3250000,8,5,2184.207862
395250,1,1,650
539000,3,2,972
1348000,5,2,2184.207862
1450000,3,3,1855
465000,2,1,2184.207862
6500000,2,2,1639
297000,1,1,800
244900,1,1,518
2480000,4,4,5150
230000,1,1,2184.207862
780000,2,2,825
4875000,3,3,2184.207862
539999,3,2,2184.207862
750000,2,2,1193
2249000,2,3,2321
270000,2,1,700
399000,2,1,2184.207862
1950000,2,2,2184.207862
240000,2,1,2184.207862
628000,3,2,900
399000,2,1,2184.207862
687000,2,1,2184.207862
588000,2,2,2000
825000,5,3,2184.207862
240000,2,1,2184.207862
285000,2,1,835
595000,3,1,915
899000,2,2,1697
2995000,5,2,4900
1180000,4,3,2184.207862
799900,4,4,1816
130000,1,1,2184.207862
849999,3,2,2184.207862
185000,1,1,850
1275000,4,2.3738608579684373,2184.207862
2798000,5,3,3400
359000,2,1,950
435000,1,1,2184.207862
988000,3,1,1296
800000,1,1,2184.207862
400000,2,1,2184.207862
965000,5,3,3520
1389000,5,2,2412
525000,3,2,1185
849999,3,2,2184.207862
289000,1,2,1213
10000000,7,8,2184.207862
279000,2,1,2184.207862
15995000,5,2.3738608579684373,2184.207862
1850000,3,4,2184.207862
2599000,11,6,5088
250000,1,1,800
2250000,3,2,2000
1800000,9,7,2184.207862
350000,3,2,1100
1649000,4,3,1452
1395000,2,2,1028
1370000,6,3,2184.207862
360000,2,1,2184.207862
1050000,1,1,2184.207862
2200000,2,2,1308
650000,3,2.3738608579684373,1218
345000,3,2.3738608579684373,2184.207862
7850000,5,4,6060
4999000,8,5,4120
4900000,4,2.3738608579684373,3100
299000,3,1,2184.207862
1578000,5,3,2152
715000,3,2,2184.207862
600000,3,1,2184.207862
850000,3,2,1090
1949000,2,2,1288
1599999,5,4,3773
640000,3,2,1110
799900,3,4,3510
1599000,6,4,3690
695000,3,1,650
740000,3,2,1976
329000,1,1,764
750000,4,2,2340
1450000,4,4,1746
1999999,3,3,1800
899888,4,2,2185
379000,2,1,900
879000,4,2,1824
1030000,2,2,1077
699999,1,2,2184.207862
388000,2,1,2184.207862
1750000,1,1,937
995000,1,1,2184.207862
599999,5,4,2184.207862
300000,1,1,2184.207862
389000,1,1,900
875000,1,2,2184.207862
3000000,3,3,2100
850000,3,2,2194
3595000,5,4,4675
925000,3,2,2184.207862
799000,5,3,2184.207862
1399000,4,2,1800
1880000,3,5,1920
375000,3,1,2184.207862
269000,1,1,625
925000,3,2,2184.207862
799000,5,3,2184.207862
4500000,6,4,2184.207862
589000,3,2,1120
239000,1,1,700
385000,1,1,2184.207862
1000000,1,1,773
2800000,5,4,3400
130000,3,1,2184.207862
789888,4,2,1865
798000,3,2,760
495000,1,1,2184.207862
555000,1,1,649
1274000,3,2,2184.207862
349000,2,1,2184.207862
2500000,3,2.3738608579684373,2184.207862
1250000,1,1,2184.207862
2495000,8,8,5374
749900,3,1,830
1399900,4,4,3149
948888,2,2,950
775000,4,2,1230
475000,3,2,1280
2595000,3,3,1449
1199000,3,1,2726
750000,1,1,654
713000,2,2,1040
300000,1,1,2184.207862
2695000,3,3,2184.207862
450000,2,2,2184.207862
699000,1,1,2184.207862
10950000,8,8,9555
225000,1,1,2184.207862
5925000,3,4,2539
225000,1,1,2184.207862
5925000,3,4,2539
255000,1,1,2184.207862
2500000,12,2.3738608579684373,4140
2095000,4,4,3223
10250000,7,6,5200
750000,1,1,2184.207862
2999000,9,8,5560
199000,3,1,650
1250000,7,3,1800
2425000,2,2,1300
205000,1,1,660
2500000,5,6,3860
3499000,6,8,6000
649000,1,2,1000
729000,2,1,2184.207862
998500,3,2,2184.207862
765000,4,2,1152
599000,2,2,705
11500000,5,5,5276
595000,1,2,2184.207862
675000,1,1,2184.207862
949000,8,3,3500
729000,2,2,950
895000,2,1,520
2449000,3,2.3738608579684373,3000
399999,2,1,2184.207862
397000,2,1,1000
950000,2,1,1800
3995000,4,3,2578
599000,1,1,780
1999999,4,3,2729
3370000,2,2,2184.207862
6995000,4,5,4187
1598000,4,4,2184.207862
699000,2,2,1030
265000,3,1,650
1699000,5,3,2488
1098000,4,4,2184.207862
960000,1,1,834
1086300,2,1,780
859000,6,4,2820
945000,2,2,2184.207862
549000,2,2,2184.207862
969999,6,4,2184.207862
1649000,8,3,2184.207862
2800000,2,2,1412
449000,2,1,2184.207862
294500,1,1,2184.207862
990000,8,4,3120
314000,2,1,847
449000,2,1,2184.207862
1598000,7,2.3738608579684373,2184.207862
208000,3,1,2184.207862
169900,2,1,900
235000,1,1,2184.207862
278000,1,1,2184.207862
998000,6,2.3738608579684373,2236
6400000,3,4,2184.207862
385000,2,1,920
250000,1,1,750
1849000,6,3,2184.207862
449500,3,2,2184.207862
1250000,5,2,2184.207862
1099000,7,3,2322
1900000,4,2,1400
2500000,2,2,1250
1288000,3,3,1696
1150000,1,1,2184.207862
825000,3,2,2184.207862
4195000,5,4,2184.207862
675000,3,2,1444
875000,2,1,922
297000,1,1,2184.207862
485000,1,1,575
230000,2,1,800
629000,4,2,2184.207862
625000,3,2,1040
1200000,5,2,2184.207862
7550000,5,5,2184.207862
499000,2,2,1358
485000,3,2,1200
399000,3,2.3738608579684373,2184.207862
14000000,3,2.3738608579684373,23027
299000,1,1,2184.207862
2200000,6,6,2184.207862
465000,2,2,708
278000,1,1,750
709000,3,3,2184.207862
685000,2,2,2184.207862
4500000,2,2,1800
779000,3,2,1540
640000,3,2,1224
449000,2,2,1200
1100000,2,1,2184.207862
550000,3,2.3738608579684373,2184.207862
1899000,3,2,1900
599900,3,2,1204
22500000,4,2.3738608579684373,4000
739000,2,2,1473
7995000,3,4,2184.207862
1425000,2,2,2184.207862
749000,4,2,2184.207862
548000,1,1,950
950000,1,1,560
399000,1,1,2184.207862
1460000,2,2,2184.207862
269000,3,1,2184.207862
1695000,1,2,1072
155000,3,1,2184.207862
449000,2,1,764
825000,2,2,930
938000,5,3,1890
690000,2,2,1500
1499000,5,2.3738608579684373,2088
795000,2,1,2184.207862
300000,2,1,800
1100000,2,2,2184.207862
5000000,2,2,1780
2500000,8,4,6425
425000,1,1,603
280000,3,1,2184.207862
1149000,3,2,1660
410000,2,2,2184.207862
268000,1,1,660
6000000,4,4,2184.207862
4650000,3,3,2184.207862
24500000,6,8,8400
660000,2,2,970
465000,2,2,1048
1175000,2,2,1072
698999,3,2,2184.207862
5250000,4,4,2184.207862
1078000,3,2,1260
349000,1,1,652
269995,1,1,2184.207862
1590000,7,4,1739
4650000,3,3,2184.207862
425000,1,1,603
375000,1,1,900
6999000,6,3,2184.207862
1398000,4,2,2184.207862
750000,3,2,1868
629000,1,1,2184.207862
1150000,3,2,1280
12500000,4,6,7500
699900,3,2,1420
1098888,2,3,2184.207862
519000,2,2,1079
1200000,3,2.3738608579684373,3280
279000,1,1,2184.207862
1325000,6,4,2184.207862
635000,4,2,1684
499000,3,2,1450
1100000,7,2.3738608579684373,1040
199000,1,1,600
550000,2,2,1012
518000,3,2,2184.207862
26000000,8,6,10940
1250000,2,2,1057
8750000,3,4,4275
1465000,2,1,1107
278000,1,1,2184.207862
469000,2,1,2184.207862
225000,1,1,2184.207862
1100000,4,3,3664
1960000,8,7,2184.207862
799000,4,2,1560
949000,5,3,2184.207862
799000,4,2,1716
699000,3,3,1280
900000,3,2,1248
1100000,4,3,3664
1235000,8,5,2538
3295000,2,2,2184.207862
595000,2,1,2184.207862
269000,3,1,485
548000,2,2,1354
6995000,4,4,2184.207862
1150000,2,1,900
595000,1,1,2184.207862
799000,5,2,1500
2110000,2,2,1326
4200000,5,4,4480
450000,4,2,2184.207862
385000,1,1,779
649999,4,1,2184.207862
539000,2,1,708
550000,3,2,1292
1525000,3,2,1650
2100000,6,2,2720
625000,3,2,1944
728888,4,3,1379
739000,2,1,2184.207862
1290000,3,2,2184.207862
675000,3,2,1750
950000,3,2,1364
550000,3,2,1221
1099999,3,1,1100
906300,8,4,3116
5900000,3,4,3000
2700000,3,3,1689
659000,4,2,2184.207862
898000,1,2,1340
189990,1,1,2184.207862
2150000,6,2,2184.207862
550000,3,1,2184.207862
2100000,3,3,1968
1088888,3,4,2550
499000,5,2,1236
1795000,4,3,2184.207862
2300000,2,2,1163
749000,3,3,1368
594900,2,1,729
1399000,4,2,1700
639000,2,2,800
1995000,9,3,3600
1250000,5,2,2376
275000,3,1,363
3495000,3,3,2184.207862
325000,2,1,2184.207862
500000,3,2,2184.207862
349000,3,1,500
3195000,4,4,3612
24950000,7,5,12000
709999,4,2,2184.207862
774900,3,2,1335
988000,3,2,3061
275000,1,1,2184.207862
219000,1,1,2184.207862
439000,1,1,2184.207862
425000,3,1,2184.207862
599999,4,2,2184.207862
1139000,3,3,2520
680000,3,2,1296
2300000,11,6,2184.207862
560000,2,2,1008
1600000,9,3,3000
699900,3,1,558
1650000,3,2,1493
679000,1,1,2184.207862
1249000,2,2,2158
438000,1,1,2184.207862
449000,2,1,2184.207862
699000,1,1,2184.207862
1400000,3,2.3738608579684373,2184.207862
709999,4,2,2184.207862
699900,3,1,558
24950000,7,5,12000
1139000,3,3,2520
438000,1,1,2184.207862
600000,3,2,1000
686000,3,2,2184.207862
2255000,2,2,1450
2500000,5,4,4400
1848888,6,4,3234
259900,2,1,850
399000,1,1,750
1479000,7,2.3738608579684373,4200
559900,5,2,1886
599000,3,2,1196
2480000,7,6,2740
5995000,8,6,6500
4750000,3,2,2060
778000,4,3,1300
1125000,6,3,3354
550000,1,1,721
1775000,4,4,2078
888000,2,2,1146
375000,3,1,2184.207862
15000000,3,2,2184.207862
849000,3,2,2256
185000,3,1,500
1250000,5,4,2700
349000,2,1,800
259000,2,1,2184.207862
575000,1,1,850
500000,4,1,2184.207862
399999,2,1,2184.207862
10800000,5,6,4544
239000,1,1,750
6950000,6,6,32000
979000,5,2,2392
599999,2,1,932
699000,3,2,1290
1400000,5,4,2184.207862
649000,3,2,1188
5475000,4,4,2184.207862
224000,1,1,2184.207862
590000,3,1,579
1050000,3,2,2184.207862
2288000,6,4,3280
1175000,3,2,1240
838000,3,2,706
995000,4,2,2184.207862
1345000,1,2,752
339000,1,1,910
999000,1,1,2184.207862
2499000,7,4,2268
289000,1,1,750
1350000,3,5,3210
850000,2,2,1122
1450000,6,4,2800
549995,3,1,2184.207862
995000,3,2,1175
880000,2,2,1120
775000,3,2,2184.207862
330000,3,2,1067
789000,3,4,1900
288000,1,1,800
2399000,2,2,2391
589000,3,2,1320
250000,3,1,2184.207862
1495000,3,2,1590
225000,1,1,2184.207862
380000,2,1,850
1800000,11,5,3969
939000,3,2,1728
150000,3,1,2184.207862
889000,5,2,2184.207862
665000,2,1,1120
899000,1,2,1151
10750000,5,6,5771
3200000,5,6,5400
399985,2,1,1148
437500,1,1,2184.207862
1385000,1,2,875
769000,3,2,1170
399000,1,1,2184.207862
1385000,1,2,875
769000,3,2,1170
318000,1,1,2184.207862
1580000,6,4,2184.207862
1300000,2,2,2184.207862
625000,3,1,458
290000,3,1,2184.207862
419000,2,1,1000
448000,1,1,750
540000,2,2,823
549990,3,2,1782
299000,1,1,671
840000,5,1,1182
15250000,4,5,4264
420000,3,2,1200
1550000,7,3,2024
668888,3,2,2184.207862
225000,3,1,2184.207862
975000,2,1,1164
1900000,4,4,2184.207862
450500,2,1,1200
399000,3,2,2184.207862
249000,2,1,900
175000,3,1,2184.207862
720000,1,1,2184.207862
6995000,6,5,3552
2150000,2,2,2184.207862
1388800,6,4,2146
1400000,6,2,1600
2250000,3,2,2184.207862
1170000,5,4,3120
350000,3,2,2184.207862
748800,3,2,1242
469000,2,1,780
1355000,3,2,2184.207862
1099000,6,5,2184.207862
250000,1,1,2184.207862
860000,3,4,2325
2250000,2,2,2184.207862
288800,2,1,2184.207862
285000,1,1,613
399000,3,1,2184.207862
489000,2,2,1100
1098000,3,3,1155
1200000,3,2.3738608579684373,2184.207862
1750000,4,1,2184.207862
999999,8,2,3023
1890000,2,2,2184.207862
180000,3,1,500
1600000,6,2,2128
9995000,4,4,2918
5400000,4,2,3800
3395000,2,2,1525
1050000,4,2,2800
799000,3,2,1000
698000,1,1,721
1699000,6,2,2184.207862
558000,2,1,747
1900000,2,2,1035
2150000,3,3,1315
769000,2,2,992
1249999,6,3,3491
419000,3,2.3738608579684373,2184.207862
329000,1,1,850
275000,1,1,650
438000,1,1,900
568000,1,1,680
2150000,3,2,2300
750000,2,2,2184.207862
999999,5,3,2184.207862
1995000,2,2,2184.207862
875000,3,2.3738608579684373,1688
989000,4,3,1305
499000,3,2,1266
660400,1,2.3738608579684373,2184.207862
1199999,2,2,1197
580880,4,2,1504
1399000,1,1,2184.207862
630000,2,2,2184.207862
479999,3,2,1510
460000,1,1,950
1649000,3,2,2184.207862
5999000,4,3,3900
845000,1,1,692
160000,1,1,2184.207862
729000,3,2,1854
995000,1,1,2184.207862
565000,4,1,1024
875000,2,1,1050
1280000,5,4,3600
248000,1,1,800
1295000,3,2,2184.207862
4995000,3,4,3750
330000,2,1,2184.207862
6500000,5,4,4000
789000,4,2,2184.207862
3250000,8,4,2184.207862
3200000,3,3,1820
5980000,40,20,15500
1499000,3,2,3090
1599000,2,2,1400
549000,2,2,1148
249999,1,1,596
699900,3,4,2160
1149000,2,2,1472
219000,1,1,780
499000,3,1,2184.207862
749999,4,2.3738608579684373,1063
449000,1,2,1130
879000,2,2,1278
650000,1,1,800
750000,2,2,732
780000,2,2,847
699000,3,2.3738608579684373,2184.207862
275000,2,1,2184.207862
925000,2,2.3738608579684373,2100
388000,2,2,2184.207862
224995,3,1,550
239000,1,1,670
529000,2,2,1200
995000,4,2,1782
1030000,4,2,1624
875000,3,1,294
598500,3,2.3738608579684373,1500
265000,1,1,2184.207862
1698000,12,4,2184.207862
1995000,1,1,826
820000,1,2,788
1995000,3,4,2184.207862
210000,1,1,2184.207862
2350000,2,2,2184.207862
6995000,4,4,2184.207862
388000,2,2,2184.207862
1475000,2,3,1397
1225000,2,2,1050
1995000,5,3,2400
2999999,2,2,1770
292950,1,1,675
990000,11,9,6240
1540000,3,3,1357
679000,1,1,700
1475000,2,3,1397
1225000,2,2,1050
1995000,5,3,2400
2999999,2,2,1770
800000,1,1,2184.207862
998000,3,2,1232
920000,5,3,2640
1098000,3,3,2184.207862
798000,4,4,1410
525000,1,1,715
3900000,5,3,2184.207862
479500,2,2,2184.207862
599000,1,1,600
6900000,4,4,4000
629000,1,1,2184.207862
1650000,3,3,1472
1100000,2,1,980
1450000,4,3,2128
1049000,4,3,2184.207862
22500000,4,2.3738608579684373,9132
2925000,3,4,5170
695000,2,2,889
650000,1,1,776
1695000,3,3,1818
1200000,2,2,2184.207862
4675000,4,2,2184.207862
1200000,7,4,3240
4495000,3,3,2012
462900,3,1,2184.207862
635000,1,1,2184.207862
368000,2,1,950
12850000,5,5,5139
350777,1,1,2184.207862
700000,4,1,1500
335900,1,1,670
1149000,11,6,4350
1888000,3,3,4100
1288000,4,3,2240
750000,3,2.3738608579684373,1922
324888,1,1,713
550000,2,1,2184.207862
165000,3,1,400
2950000,4,2,2184.207862
130000,3,1,422
2560000,13,4,2184.207862
3500000,7,4,2184.207862
1049000,3,1,897
9995000,3,4,2950
750000,4,3,1806
219000,1,1,2184.207862
935000,1,1,2184.207862
750000,6,2,1476
935000,1,1,2184.207862
1080000,4,3,1824
2888888,5,4,5000
860000,3,2,1118
1180000,4,5,3100
235000,1,1,675
4650000,4,4,2184.207862
680000,2,1,640
14995000,3,0,2184.207862
595000,1,1,2184.207862
1200000,1,1,2184.207862
849999,4,2,1842
1300000,5,3,1750
2175000,2,2,1666
2795000,3,3,1689
979000,3,2,2184.207862
589000,4,2,2235
45000000,5,2.3738608579684373,2184.207862
1995000,3,2,2184.207862
679000,2,2,879
263000,2,1,2184.207862
7250000,4,4,2184.207862
169999,1,1,750
304900,1,1,850
600000,1,1,600
999000,7,4,2000
279000,2,1,1000
1250000,1,1,1300
179000,1,1,2184.207862
1299800,4,4,2600
268000,2,1,950
140000,3,1,507
2100000,3,1,6862
293000,1,1,649
649000,1,1,665
298888,1,1,700
1650000,3,3,1800
538000,2,1,1105
990000,1,1,850
4145000,2,2,1593
2545000,6,2,3277
99000,1,1,850
1650000,3,3,1800
999888,3,4,2016
99000,1,1,850
2545000,6,2,3277
15500000,4,4,4064
395000,3,1,2184.207862
999000,4,1,2184.207862
3125000,2,2,1804
2995000,3,2,2184.207862
570000,3,1,515
599000,3,1,868
239000,2,1,950
5000000,3,2,2569
950000,2,2,2184.207862
1099000,3,2,1472
1950000,1,2,1117
1085000,3,8,3480
1950000,1,2,1117
999900,8,3,2184.207862
759000,2,2,2184.207862
799000,2,2,850
928500,5,4,2184.207862
6995000,9,6,9550
1150000,2,1,1100
349000,2,1,900
1400000,6,2.3738608579684373,2184.207862
6495000,6,6,5232
1800000,11,6,5000
1450000,3,2,1117
599000,3,1,2184.207862
898888,3,3,2080
2980000,3,3,1756
829000,9,3,2276
15850000,5,6,2184.207862
945000,2,1,2184.207862
389000,1,1,2184.207862
185000,3,1,400
568000,1,1,2184.207862
950000,1,1,2184.207862
2000000,2,2,1441
1069000,6,5,2184.207862
599999,3,2,2184.207862
7600000,4,4,3216
248000,1,1,2184.207862
575000,1,1,1073
350000,2,1,850
7600000,4,4,3216
695000,3,2,704
875000,4,2,1600
119000,3,1,2184.207862
4000000,6,4,5854
195000,3,1,2184.207862
410000,3,1,766
699000,4,2,2184.207862
699999,3,2,2184.207862
915000,6,5,3096
399000,1,1,2184.207862
995000,2,1,1000
535000,2,1,1000
429000,1,1,575
2195000,3,4,2184.207862
1690000,7,7,4600
1699999,4,3,2160
235000,1,1,800
984900,3,5,2532
899000,2,1,1010
269999,1,1,2184.207862
1350000,6,2,2184.207862
735000,3,2,1600
1499000,3,2,2100
735000,3,2,1600
899999,5,3,1440
900000,2,2,951
629900,3,2,1332
280000,1,1,650
1999000,5,2.3738608579684373,3100
5100000,2,2,1676
8500000,3,3,2080
1075000,3,4,2740
950000,3,1,660
875000,2,2,1275
485000,2,2,816
598000,1,1,663
2999000,4,2,1732
600000,3,1,2184.207862
355000,1,1,2184.207862
889000,2,1,1056
650000,3,3,2184.207862
629000,2,1,2184.207862
970000,3,2,2184.207862
515000,2,2,1200
1600000,4,4,3150
1900000,6,4,2000
3395000,2,2,1800
1795000,5,3,1800
549000,3,1,2184.207862
6998000,4,4,3000
980000,11,3,3210
1400000,5,4,2250
750000,3,3,2184.207862
750000,3,2.3738608579684373,2184.207862
349000,3,1,2184.207862
519999,3,2,1440
1649000,7,2,3162
1750000,7,3,4065
868000,3,2,2184.207862
324900,1,1,665
870000,1,1,620
355000,2,1,1000
10900000,5,6,3633
375000,1,1,2184.207862
6700000,3,2.3738608579684373,2184.207862
268800,1,1,725
640000,1,1,1022
10900000,5,6,3633
375000,1,1,2184.207862
6700000,3,2.3738608579684373,2184.207862
640000,1,1,1022
2800000,2,2,2184.207862
699000,2,2,1400
950000,1,1,2184.207862
1208000,11,6,5160
749000,5,4,2184.207862
1800000,5,2,2184.207862
1025000,1,1,787
2449000,3,2,1744
659000,3,2,1460
1499000,7,4,3570
700000,3,1,474
235000,3,1,2184.207862
700000,2,1,900
4895000,4,4,3622
2350000,4,2,1847
456000,1,1,2184.207862
1190000,5,4,3720
5350000,3,4,2491
335000,2,1,2184.207862
628000,3,2,1097
710000,2,2,2250
790000,4,2,1744
1300000,3,2,2184.207862
800000,2,1,900
699000,3,2,522
1750000,1,1,2184.207862
416000,3,1,950
225000,1,1,650
499000,1,1,800
425000,3,1,2184.207862
220000,1,1,2184.207862
140000,3,1,507
790000,4,2,1744
2400000,2,2,1375
5995000,3,2,4200
988888,5,3,2184.207862
369000,3,1,2184.207862
2850000,15,7,6000
5799000,3,4,2497
229000,3,1,500
44500000,5,6,2184.207862
235000,1,1,2184.207862
3500000,3,2,1896
1288000,3,2,1538
875000,1,1,2184.207862
1099000,6,5,3816
1795000,2,2,2184.207862
579000,3,2,2184.207862
868000,3,2,1690
699900,5,1,1827
559900,3,2,2184.207862
650000,3,1,2184.207862
209000,1,1,2184.207862
1695000,3,2,2184.207862
570000,3,2,1728
419800,2,1,1000
1875000,3,2,2184.207862
5900000,3,3,2706
4000000,32,12,7200
1450000,2,2,1175
975000,7,4,1920
210000,3,1,550
310000,1,1,2184.207862
8575000,6,6,5500
1895000,5,4,2184.207862
