PRICE,BEDS,BATH,PROPERTYSQFT
2280000,6,5,2184.207862
278999,1,1,2184.207862
2280000,6,5,2184.207862
625000,5,2,2184.207862
270000,4,2,2000
605000,4,2,1344
529000,3,2,1150
1050000,4,1,2184.207862
225000,3,1,2184.207862
1049000,3,1,1224
259000,1,1,2184.207862
599000,3,2,2184.207862
675000,3,1,1316
3595000,3,3,1862
789000,4,2,1871
998000,6,3,1872
889000,6,2,2280
825000,2,2,1820
599999,6,2,3490
10999000,5,7,2184.207862
2750000,4,2.3738608579684373,2184.207862
649000,3,2,1064
989000,8,5,3960
357000,3,1,1100
25000000,6,8,2184.207862
119888,1,1,2184.207862
1099999,4,2,2185
749000,2,1,2184.207862
589999,4,2,1680
6995000,20,20,12492
22500000,5,6,8725
749000,3,2,1332
499000,3,2,1156
859000,3,3,2184.207862
599999,2,2,2184.207862
899000,3,2,1324
315000,2,1,850
1999999,5,2.3738608579684373,5301
950000,4,3,1746
13950000,6,6,6798
1399000,5,3,3375
595000,3,1,660
1618000,5,2,2200
485000,6,3,2184.207862
748000,3,2,1592
1100000,3,2,1928
3995000,8,8,5046
659000,1,1,440
1099000,6,3,2018
319000,2,2,1102
999000,9,3,3168
398000,3,2,1571
249000,3,1,500
1299000,3,2,2648
8950000,3,6,6336
750000,5,3,1500
1100000,5,3,1916
1275000,3,4,2380
689000,2,2,750
320000,1,1,2184.207862
3995000,5,6,2184.207862
1399000,6,5,2500
395000,2,2,1089
1250000,4,2,2273
719000,3,2,1440
795000,3,4,1171
1175000,6,5,2184.207862
4250000,3,4,2054
2500000,3,4,2201
850000,3,2.3738608579684373,1600
1350000,4,2,2948
929000,5,2.3738608579684373,2200
549990,3,2,2184.207862
34000000,3,8,2184.207862
1550000,6,6,2184.207862
265000,1,1,2184.207862
879000,4,2.3738608579684373,1630
1200000,3,2.3738608579684373,2184.207862
7500000,4,2,4250
325000,2,1,2184.207862
755000,2,2,2184.207862
325000,2,2,2184.207862
1395000,2,1,2184.207862
649000,3,2,980
499999,2,1,800
999998,4,4,2720
1358000,6,3,2184.207862
1650000,5,4,2184.207862
680000,1,1,2184.207862
258888,1,1,650
660000,3,2.3738608579684373,1283
300000,1,1,2184.207862
318888,2,2,1270
330000,1,2,2184.207862
747000,11,1,747
699000,2,2,2184.207862
875000,1,1,2184.207862
385000,2,2,1100
985000,3,2,2184.207862
349000,1,1,1017
5950000,4,4,2184.207862
968000,3,2,1344
569000,2,2,2184.207862
238000,1,1,650
1200000,6,6,5712
4995000,4,3,2184.207862
911600,3,2,1596
598000,3,2,1144
472000,1,1,700
549000,1,2,2184.207862
3995000,3,2.3738608579684373,12200
472000,1,1,700
598000,3,2,1144
1085000,5,3,1200
680000,3,2,1535
200000,1,2.3738608579684373,637
210000,2,1,1000
525000,2,2,996
999000,5,3,2184.207862
1799000,3,1,5400
1900000,9,5,5000
519000,3,2,1200
728900,4,1,960
549000,2,1,2184.207862
2300000,6,2.3738608579684373,4346
299999,2,2,1300
1800000,7,4,2832
1195000,2,2,2184.207862
200000,1,1,2184.207862
2300000,6,2.3738608579684373,4346
1800000,7,4,2832
299999,2,2,1300
599000,2,2,1095
7500000,3,4,3050
1775000,2,2,2184.207862
1059000,6,3,2184.207862
1288888,3,4,1672
1299999,8,4,3448
1399999,3,2,2700
725000,3,2,2410
232500,1,1,2184.207862
250000,3,1,2184.207862
639000,2,2,862
950000,4,4,2060
12500000,3,2,4000
430000,2,1,2184.207862
299000,3,1,2184.207862
279000,3,1,1400
1725000,3,2,1508
1698000,4,4,3620
438000,2,2,1354
100000,3,1,512
299000,1,1,2184.207862
625000,2,2,995
350000,3,2.3738608579684373,1520
699999,3,2,2184.207862
529000,1,1,2184.207862
23000000,5,6,7058
599000,3,2,1208
279900,1,1,900
165000,1,1,875
270000,1,1,2184.207862
625000,2,1,825
279900,1,1,900
23000000,5,6,7058
1970000,4,4,3111
580000,5,2,1780
979000,3,2,1272
269000,2,1,2184.207862
1700000,3,4,2184.207862
499000,2,2,2184.207862
1699888,3,3,2275
3100000,6,4,2184.207862
499000,4,2,1752
1250000,6,2.3738608579684373,3312
245000,2,1,900
5800000,7,5,6360
2350000,5,4,4270
425000,3,1,450
799000,3,2,2340
725000,4,2,1700
3695000,2,2,1697
3100000,4,2.3738608579684373,3600
1499999,5,3,2184.207862
1250000,4,3,2184.207862
1199000,4,1,1840
28000000,4,4,5000
719000,3,2,2184.207862
169000,3,1,2184.207862
99000,1,1,850
399000,3,2.3738608579684373,1601
1300000,2,2,1140
888000,5,4,2184.207862
1308888,4,3,2184.207862
1265000,3,2,2184.207862
558000,1,1,751
1280000,4,2,2340
429000,2,2,1450
399900,2,2,853
499900,3,1,1040
429000,2,2,1450
2489000,4,4,2334
255500,1,1,950
30000000,5,2.3738608579684373,6000
395000,3,1,2184.207862
1090000,5,3,2184.207862
471300,4,2,2175
9450000,2,3,3918
1089000,4,2,1720
220000,1,1,500
9950000,10,10,8000
295000,2,1,950
1375000,5,4,2704
399000,2,2,1050
219999,2,1,800
129000,3,1,2184.207862
329000,1,1,2184.207862
639000,4,2,1856
750000,4,4,1240
499999,3,2,1763
560000,2,2,2184.207862
1268000,3,2,1513
1899000,7,4,2800
129000,3,1,2184.207862
888000,3,2,1600
2100000,20,8,7200
2900000,5,2.3738608579684373,6707
1250000,4,2.3738608579684373,2184.207862
1078000,3,2,2184.207862
3200000,4,4,2950
555555,1,1,2184.207862
293900,1,1,2184.207862
1175000,3,2,1192
160000,3,2.3738608579684373,2184.207862
999999,3,2,1880
1448000,5,4,2000
2950000,6,5,5436
150000,3,1,600
354900,2,1,673
580000,2,2,2184.207862
969000,3,2,1776
530000,1,1,538
3900000,5,6,7723
624999,3,2,2184.207862
551000,3,2.3738608579684373,2184.207862
14800000,8,10,2184.207862
450000,3,2.3738608579684373,1122
475000,2,1,1296
995000,3,2,2184.207862
650000,1,1,2184.207862
250000,2,1,2184.207862
125000,3,1,600
2200000,3,3,2195
925000,2,1,2184.207862
639000,3,2,2184.207862
215000,3,2.3738608579684373,1509
2050000,6,6,5600
279000,2,2,1050
785000,2,2,968
669000,3,2,1312
3650000,4,4,2880
6700000,4,4,3740
681000,6,3,2184.207862
530000,2,2,1672
1700000,2,2,1580
339000,1,1,1085
800000,3,2,1224
189000,1,1,700
48000000,5,2.3738608579684373,2184.207862
4995000,2,2,2184.207862
835000,5,2,2050
999999,2,2,1198
575000,3,2,877
349750,1,1,2184.207862
385000,1,1,2184.207862
7950000,4,2,3397
324900,2,2,1100
175000,3,1,2184.207862
915999,5,3,2184.207862
1850000,12,8,5250
40000000,5,6,7488
324900,2,2,1100
1850000,12,8,5250
175000,1,1,800
850000,2,1,775
729000,4,2,2184.207862
5995000,6,4,4000
480000,2,1,2184.207862
4200000,5,4,4480
1198000,4,2,2184.207862
1848000,6,2.3738608579684373,3676
285000,1,1,750
849000,5,3,2460
549000,3,2,1250
729000,2,2,1700
199999,1,1,2184.207862
4900000,8,2.3738608579684373,9000
600000,4,2,1728
599000,3,1,1340
599000,5,2,2268
725000,3,2,1185
1295000,3,2,2600
798888,3,2,1500
529000,3,1,1800
999998,3,2.3738608579684373,2400
499000,1,1,615
1550000,12,7,3000
319000,2,1,2184.207862
759000,3,4,1424
245000,3,1,260
1249000,5,3,1548
455000,2,1,939
319000,2,1,2184.207862
999900,4,2,2024
395000,2,1,666
620000,1,1,430
1295000,4,2.3738608579684373,3264
849000,3,2,1241
8995000,5,4,5500
650000,3,1,2184.207862
2995000,2,2,1452
495000,2,1,800
675000,3,2,1222
999000,3,1,600
2250000,2,2,1334
1299000,9,4,3720
429000,1,1,640
649999,3,2,2184.207862
10995000,7,6,9000
2050000,5,4,3000
1299000,4,2,1456
1075000,6,2,2200
174000,1,1,800
1193000,2,2,1518
4995000,4,4,2184.207862
12500000,9,2.3738608579684373,10500
898000,5,4,2828
1288000,5,3,1500
1749999,4,4,2600
575000,2,2,1253
5100000,4,2,2183
2000000,1,2,1321
170000,2,1,850
1295000,2,2,2100
749000,3,2,1332
1848000,3,4,3640
465000,2,2,2184.207862
298999,2,1,2184.207862
209900,1,1,780
539000,1,1,2184.207862
2975000,3,2,2184.207862
2099000,6,5,2184.207862
199900,1,1,925
789000,2,1,2184.207862
919000,3,2,1565
815599,3,2,2184.207862
1050000,4,4,3305
289999,1,1,830
4050000,4,3,2184.207862
7750000,3,2.3738608579684373,3375
1998000,6,3,3192
1250000,3,2,1281
680000,2,2,1058
1299000,4,2,2184.207862
899000,4,2.3738608579684373,2184.207862
845000,3,2,2184.207862
2098000,5,4,1200
899000,2,2,1300
758888,3,1,2184.207862
650000,2,1,2184.207862
169000,1,1,850
1350000,5,3,2184.207862
695000,2,2,2184.207862
1499000,5,2,2280
395000,3,2.3738608579684373,381
169000,1,1,850
395000,3,2.3738608579684373,381
445000,1,1,2184.207862
499000,3,2,1400
449000,3,1,2184.207862
649000,4,2,1120
335000,1,1,756
838000,8,4,2184.207862
1495000,2,2,1098
980000,4,4,3068
688000,3,2,1344
679000,6,3,2184.207862
999888,4,2,1900
375000,1,1,500
848724,2,2,2184.207862
1595000,3,8,2184.207862
568000,2,2,1253
1153000,4,2.3738608579684373,3980
2399000,10,5,2184.207862
349000,1,1,800
2999990,5,6,3600
899000,3,2,1400
169000,1,1,2184.207862
449999,4,3,1217
886545,6,4,2116
495000,3,2,1280
749000,4,3,2150
875000,4,3,2129
1630000,11,6,2184.207862
849000,2,1,720
110000,1,1,650
299999,2,1,650
335000,3,2,2184.207862
549000,3,1,1200
445000,3,2,1250
459000,2,1,1188
399998,4,2,1252
9500000,4,4,3655
999000,4,2,1957
650000,4,2,1482
880000,3,4,2100
1350000,5,3,2082
599000,2,2,2184.207862
225000,1,1,2184.207862
220000,3,1,2184.207862
289000,3,1,2184.207862
350000,1,1,2184.207862
1350000,5,3,2082
880000,3,4,2100
719999,3,2,2184.207862
1100000,2,1,807
259000,2,1,950
1699999,6,3,2754
669000,4,2,2184.207862
3400000,6,6,6290
549000,3,2,2184.207862
250000,3,2.3738608579684373,2184.207862
299000,3,1,2184.207862
1288000,5,2.3738608579684373,2184.207862
3345000,2,2,1875
1198000,6,5,2184.207862
897888,3,2,1260
575000,4,2,1604
230000,1,1,2184.207862
775000,1,1,2184.207862
250000,3,2.3738608579684373,2184.207862
3345000,2,2,1875
3400000,6,6,6290
575000,4,2,1604
897888,3,2,1260
1198000,6,5,2184.207862
1288000,5,2.3738608579684373,2184.207862
2100000,4,3,3512
230000,1,1,2184.207862
1080000,6,3,3600
378888,1,1,718
750000,3,2,1027
775000,1,1,2184.207862
7495000,6,4,2184.207862
698888,3,2,1440
850000,1,1,626
2999999,4,3,2800
1149999,6,3,2184.207862
2025000,2,2,1500
2695000,3,2,1950
192500,1,1,2184.207862
395000,1,1,550
1200000,7,2.3738608579684373,2184.207862
699000,2,1,800
649000,4,2,2184.207862
689000,3,2,1484
1895000,3,2,2184.207862
668000,2,2,2184.207862
2550000,3,2,1525
5500000,8,6,5925
1680000,1,1,3536
799000,1,1,684
680000,3,2,2200
1650000,1,2,1000
6750000,3,3,3000
580000,6,3,2940
700000,4,2,2266
550000,3,2,1410
315000,3,2,1344
1695000,2,2,1117
385000,2,1,2184.207862
2000000,5,3,3024
249999,2,1,750
749000,3,2,2184.207862
220000,3,2.3738608579684373,1396
270000,1,1,2184.207862
998000,4,2,2184.207862
1150000,12,6,4125
799999,5,4,2288
395000,3,1,2184.207862
2800000,2,2,1188
329888,3,1,2184.207862
311000,1,1,780
649000,3,2,804
159000,1,1,800
1148000,3,2,1890
669000,3,2,1480
305000,1,1,750
599000,3,2,2184.207862
1375000,3,2,1960
339000,2,2,906
849500,2,2,975
379000,4,1,1200
699000,2,2,967
565000,1,1,2184.207862
750000,4,3,2184.207862
1250000,9,3,3234
999000,2,2,1262
1350000,6,4,2184.207862
669900,3,2,1376
399000,3,1,2184.207862
779000,5,3,2000
1200000,5,2,2184.207862
895000,2,1,2184.207862
369000,3,1,2184.207862
299000,1,1,750
1780000,4,3,2184.207862
988000,5,2,3244
279000,2,1,810
285000,3,1,2184.207862
988000,3,3,1311
735000,1,1,800
2950000,2,2,2184.207862
899000,2,1,2184.207862
850000,4,2,2184.207862
670000,3,2,2184.207862
968000,4,2,2550
320000,2,2,1200
228888,1,1,900
199888,2,1,2184.207862
5995000,4,4,2184.207862
1430000,6,4,2840
1350888,4,3,2184.207862
699000,2,1,1100
699000,3,2,1296
2000000,3,2,1800
538888,3,2,1500
2450000,5,2.3738608579684373,2982
574999,3,2,1040
275000,1,1,2184.207862
1499888,4,3,2688
270000,3,1,275
675000,4,3,1832
149000,1,1,750
299999,2,1,863
595000,3,2,2184.207862
536000,2,2,1200
288000,2,1,2184.207862
19499999,4,4,10000
6995000,4,4,3400
799000,3,2,2050
4000000,4,4,3704
165000,1,1,625
1475000,2,2,1048
595000,3,1,721
3500000,10,8,6201
1090000,12,6,4875
2499000,6,2.3738608579684373,4500
699999,5,2,2218
899000,4,2,1672
549000,3,2,1152
3700000,6,4,2400
768000,5,2,1870
949000,4,2,2476
980000,6,3,2184.207862
849000,8,3,4428
269000,1,1,2184.207862
150000,3,2.3738608579684373,2184.207862
770000,2,1,2184.207862
750000,1,1,630
638000,3,2,1728
199000,1,1,2184.207862
239000,1,1,801
6999500,5,2.3738608579684373,4065
693000,4,2,2184.207862
1150000,5,3,2184.207862
549000,1,1,2184.207862
889000,3,2,2184.207862
1075000,7,3,2000
6995000,5,4,5000
155000,3,1,2184.207862
349000,2,1,800
825000,2,1,2184.207862
215000,2,1,789
1099000,3,2,2700
2900000,3,3,1979
215000,2,1,789
825000,2,1,2184.207862
349000,2,1,800
555000,3,1,1504
697777,3,2,2184.207862
14995000,6,2.3738608579684373,8500
850000,3,2,1152
1175000,3,3,2774
545000,1,1,2184.207862
749000,1,2,879
13000000,5,4,6000
549999,3,2,1677
365000,3,2,920
695000,2,2,845
848000,5,2,2184.207862
699000,3,2,1779
1075000,2,2,1250
998000,3,2,1600
540000,3,2,2184.207862
165000,3,1,550
779000,1,1,517
1399999,2,2,1041
569000,3,2,2184.207862
285000,3,2.3738608579684373,1536
6295000,4,4,4650
11500000,6,7,4908
199999,1,1,750
569000,1,1,490
345000,2,1,975
1448000,3,2,2184.207862
183000,1,1,831
1995000,5,4,3075
2250000,5,3,2105
650000,3,2.3738608579684373,1632
14000000,3,2.3738608579684373,2184.207862
785000,7,3,3388
2599999,6,6,6353
1850000,5,3,3000
435000,1,1,661
1899000,8,4,2184.207862
875000,6,2,2340
1479000,2,1,2184.207862
2250000,3,2,2025
799000,2,2,922
12000000,10,10,5227
205000,1,1,1000
897000,3,2,1664
1195000,1,2,2184.207862
1100000,6,3,2184.207862
1999000,5,4,3000
1215000,13,7,5250
1250000,3,2,2110
9000000,5,4,17860
575000,3,2,1350
19995000,11,11,11110
399000,1,1,2184.207862
12995000,5,4,4100
1245000,4,3,2388
798000,2,2,1190
475000,5,2,1790
399000,1,1,616
780000,3,3,1344
450000,1,1,776
889000,6,3,2184.207862
6900000,10,10,6060
765000,3,4,1888
399000,3,2,1492
585000,1,1,2184.207862
585000,1,1,2184.207862
1450000,12,6,2184.207862
1388888,6,3,2160
779000,4,2,2184.207862
395000,3,1,2184.207862
948000,4,2,1492
550000,1,1,720
549999,3,1,1020
950000,6,3,2184.207862
2295000,5,4,4043
799000,6,4,2200
290900,2,1,850
474900,2,2,1054
365000,1,1,2184.207862
199000,1,1,2184.207862
7995000,3,4,2789
480000,1,1,506
1450000,2,1,2184.207862
695000,3,2,2184.207862
1249000,3,4,2400
635000,3,2,1200
1759000,3,2.3738608579684373,2100
499000,2,1,2184.207862
999000,3,6,2184.207862
17995000,6,7,8068
2175000,5,2.3738608579684373,3317
639000,3,2,2184.207862
999000,3,6,2184.207862
1099000,2,1,2184.207862
318000,1,1,638
475000,3,1,2184.207862
875000,4,2,2034
739900,4,2,2000
409000,2,1,2184.207862
275000,2,2,969
989000,4,4,2184.207862
1750000,9,8,5000
285000,3,1,2184.207862
12495000,4,2,7825
695000,2,2,1200
3450000,6,4,4400
435000,2,1,925
220000,2,1,922
1988800,3,4,2071
3300000,2,2,2184.207862
135000,1,1,792
468000,2,1,1200
5999999,4,4,4375
318000,1,1,748
649000,2,1,705
1875000,3,2,1496
1350000,3,2,1584
3345000,4,4,3000
899000,1,2,2184.207862
799000,3,2,1816
5000000,3,3,2162
464998,2,2,1657
5250000,3,3,1757
1995000,2,2,1200
504000,3,2,1004
1295000,2,1,2184.207862
1995000,2,2,1200
464998,2,2,1657
5250000,3,3,1757
699000,3,2,864
949000,7,3,2745
1488000,2,2,1464
800000,5,2.3738608579684373,1584
319999,1,1,660
999000,3,2,1301
475000,1,1,950
399000,3,1,2184.207862
479900,3,2,1088
615000,2,4,1568
1150000,3,2,1700
225000,1,1,2184.207862
284888,1,1,2184.207862
585000,1,2,869
720000,4,2,936
659000,3,2,1468
249000,2,1,900
1495000,3,2,1650
295000,1,2,980
699000,4,4,1619
738000,4,2,2184.207862
400000,2,1,2184.207862
289000,1,1,750
187000,4,1,1076
3500000,8,7,4952
4995000,6,6,4000
3400000,3,3,2184.207862
155000,1,1,2184.207862
689000,3,2,1500
2150000,5,3,2940
675000,3,1,2184.207862
889000,3,2,2052
260000,1,1,800
4200000,3,3,2584
749000,1,2,908
639000,3,2,1360
799000,5,2,2184.207862
700000,3,2,1245
297000,3,1,600
455000,1,1,725
6500000,3,4,2190
1299000,11,8,4560
1279000,16,8,3550
799000,3,1,1200
475000,2,2,1150
209000,1,1,2184.207862
1325000,4,3,2200
259000,1,1,625
899000,4,3,1960
1325000,6,5,2184.207862
345000,3,2,1100
1088000,4,2,2184.207862
669000,3,2,2191
1388000,3,2,2520
1475000,5,3,2637
1088000,4,2,2184.207862
1375000,2,2,2184.207862
1099000,3,4,2037
25000000,3,2.3738608579684373,2184.207862
900000,4,3,2184.207862
599000,2,2,1350
1295000,2,2,2184.207862
479900,1,1,550
4200000,3,1,2560
188000,3,1,300
479900,1,1,550
1295000,2,2,2184.207862
739999,4,2,1976
475000,3,2,1204
2250000,6,4,3432
875000,2,2,1050
499000,3,2,1786
749000,4,2,2184.207862
4400000,3,3,3500
855000,3,2,1383
525000,2,1,1300
715000,2,2,1021
7950000,4,4,2184.207862
550000,3,2,1424
17500000,7,4,6300
1528000,4,2,2184.207862
1287777,5,2,2184.207862
330000,3,1,2184.207862
375000,1,1,2184.207862
875000,3,2,2184.207862
750000,3,2,2184.207862
1350000,3,3,2184.207862
27000000,5,7,2184.207862
599000,1,1,755
1200000,6,3,2184.207862
1200000,6,3,2184.207862
749000,4,3,2013
1900000,6,4,2565
590000,3,1,1360
1395000,3,2,1494
3595000,6,3,2184.207862
1300000,14,6,5103
868000,3,2,1452
1248000,6,3,2400
1449000,7,3,2400
338000,1,1,2184.207862
270000,3,2.3738608579684373,1158
765000,3,2.3738608579684373,2500
988000,2,2,2451
339000,1,1,2184.207862
1099000,6,6,3219
1181000,2,2,1541
219000,1,1,2184.207862
588000,3,1,1080
805000,6,2,2042
929000,3,2,1309
670000,1,2,908
649000,3,2,1152
439900,2,1,1000
2850000,3,2,2184.207862
358000,2,1,2184.207862
299000,1,1,2184.207862
1389000,7,2,2184.207862
459999,1,1,640
1999000,4,2,2600
2395000,5,2.3738608579684373,2560
1180000,6,5,1810
650000,2,2,1200
589000,2,2,1100
515000,3,1,882
750000,2,3,1530
1499999,2,2,901
1525000,3,2.3738608579684373,2572
1395000,1,1,2184.207862
900000,5,3,2487
1099999,4,2,1874
498888,1,1,750
199000,1,1,2184.207862
1495000,4,4,2600
869000,3,2,2184.207862
239000,3,1,450
1299000,4,2,2080
2350000,6,4,2700
1788000,4,4,2716
325000,4,1,2184.207862
299900,1,1,525
439999,1,2,1215
899000,4,2,1224
4950000,4,2.3738608579684373,3800
1895000,5,4,2400
759000,3,2,2184.207862
699000,3,2,1250
1590000,5,4,2880
234900,1,1,753
675000,2,1,2184.207862
1500000,3,2,2000
2300000,3,2.3738608579684373,21000
1075000,5,4,2905
1325000,5,2,2208
525000,2,1,1000
385000,2,2,2184.207862
199000,1,1,2184.207862
670000,2,2,2184.207862
975000,3,2,2184.207862
799000,3,2.3738608579684373,2184.207862
305000,2,1,600
299999,3,1,2184.207862
1980000,5,2,2652
1299000,5,2,2184.207862
140000,1,1,2184.207862
279000,1,1,2184.207862
1995000,2,2,1562
329000,2,1,2184.207862
750000,1,1,943
999990,6,4,2184.207862
430000,3,1,2184.207862
349000,3,2,1180
599000,3,2,1052
4295000,9,11,6270
175000,1,1,800
999000,4,4,3570
1335000,3,2,2184.207862
849999,2,2,1365
136999,1,1,750
699000,2,2,1320
329000,1,1,2184.207862
825000,1,1,750
685000,1,1,2184.207862
4100000,3,4,2200
8850000,3,4,5094
189000,1,1,2184.207862
8999999,6,6,5500
408000,1,1,787
559000,1,1,830
949000,4,4,2920
379000,2,1,1000
815000,1,1,630
599000,2,2,1200
280000,2,2,975
3999500,3,2.3738608579684373,2184.207862
875000,9,6,5712
310000,2,1,2184.207862
1299900,6,4,2504
2225000,2,2,1420
1530000,2,2,1229
594900,3,2,1224
1080000,8,5,2184.207862
1425000,4,3,2184.207862
1399888,7,4,3682
36000000,8,10,16000
575000,2,2,2184.207862
850000,1,1,2184.207862
1288000,3,2,2184.207862
309000,1,2,1074
999000,3,1,2184.207862
2700000,5,2,2690
399000,3,2,2184.207862
554900,3,2,1890
399000,1,1,561
675000,2,2,904
225000,1,1,2184.207862
999999,3,2,2184.207862
164999,3,1,400
13000000,4,4,3844
235000,1,1,2184.207862
29000000,5,2.3738608579684373,5508
715000,3,1,983
565000,2,1,2184.207862
1650000,7,6,2184.207862
1200000,2,2,1100
3975000,4,4,3181
1049000,2,1,2184.207862
949900,4,2,1680
1199000,6,3,2184.207862
765000,4,2,2184.207862
1049000,2,1,2184.207862
949900,4,2,1680
1199000,6,3,2184.207862
849000,3,2,1296
999000,4,3,2184.207862
1280000,9,6,2184.207862
1999000,3,4,2840
560000,1,1,700
26995000,8,10,8360
1450000,5,4,3252
1599000,5,3,2424
255000,1,1,650
995000,2,2,2184.207862
5827000,3,2.3738608579684373,55300
995000,2,2,2184.207862
5827000,3,2.3738608579684373,55300
569000,2,2,2184.207862
7195000,3,4,2184.207862
398000,3,1,2184.207862
3200000,4,4,3200
799999,3,4,2337
758888,4,2,2184.207862
619999,3,2,2184.207862
198000,1,1,1000
485000,2,1,560
859000,3,2,2184.207862
359000,2,1,2184.207862
725000,2,2,2184.207862
575000,2,1,2184.207862
1288000,5,5,2500
589000,2,2,1808
239000,1,1,2184.207862
2050000,7,4,5200
259000,3,1,250
900000,2,2,2184.207862
219000,3,1,550
1795000,3,2,1773
2290000,4,5,2184.207862
10850000,4,2.3738608579684373,13000
699000,2,2,1519
998000,3,2,2184.207862
1100000,3,2.3738608579684373,2184.207862
2198888,11,6,2184.207862
425000,3,2,1300
2750000,3,3,2782
279999,1,1,790
715000,3,2,2184.207862
980000,3,3,1574
949000,6,3,2184.207862
1600000,4,2,2350
640000,2,1,2184.207862
1299999,7,5,2184.207862
250000,1,2,740
1188000,3,2.3738608579684373,2184.207862
1350000,7,4,2800
725000,3,2.3738608579684373,1498
309000,1,1,850
914999,4,2,2184.207862
600000,3,1,2184.207862
1750000,4,3,3225
950000,3,2,1401
850000,5,3,2184.207862
5000000,2,2,2522
1050000,3,2,1870
1390000,4,3,1950
400000,3,1,2184.207862
750000,3,2,2184.207862
9995000,3,4,2926
529000,2,2,1200
1328888,3,2,1440
478888,2,2,1159
1350000,1,1,850
2250000,2,2,2184.207862
728000,2,1,1440
239900,1,1,2184.207862
3399000,6,4,5000
2750000,2,2,1892
2095000,2,2,1600
199900,3,1,550
2500000,3,3,2184.207862
1399999,4,4,2776
2300000,3,2,2800
735000,3,2,2184.207862
399990,2,1,1000
850000,3,3,2646
215000,3,1,625
199900,3,1,550
130000,1,1,720
16995000,4,4,3310
1195000,3,2,2184.207862
679000,1,1,2184.207862
299998,2,1,1200
690000,2,2,942
185000,2,1,854
859000,3,2,2184.207862
928888,4,2,1480
780000,2,2,955
1190000,3,2,1360
1400000,2,2,2184.207862
599000,2,1,1100
639999,3,2,1180
799000,1,1,2184.207862
14950000,3,4,3228
749000,3,2,1600
2999999,4,4,3100
599000,2,3,2184.207862
2700000,2,2,2184.207862
3995000,4,4,3412
2235000,3,4,2750
620000,3,2,1400
1695000,4,4,2184.207862
1999999,3,2,1865
1150000,2,2,1850
339000,2,1,822
1390000,5,2,2184.207862
938000,3,2,1836
919000,6,3,5400
425000,3,2,1150
19995000,6,2.3738608579684373,8300
1249000,5,2,2184.207862
799000,2,2,1000
475000,1,1,750
3800000,6,4,3340
325000,3,1,1200
1200000,2,2,1200
6975000,2,2,3050
1150000,2,2,2184.207862
2400000,4,4,3424
3500000,4,4,2700
769000,3,2,2184.207862
2975000,4,4,2968
1860000,6,4,2184.207862
4000000,32,12,7188
1250000,2,2,1257
220000,1,1,750
1179987,5,4,4143
949000,7,6,3733
920000,5,4,2184.207862
699000,3,2,1312
4000000,3,2,2300
649000,3,3,1456
1175000,1,2,1070
995000,2,2,800
1595000,3,2,1375
435000,3,1,2184.207862
649000,3,3,1456
995000,2,2,800
1338000,3,2,2082
499000,2,2,1146
2280000,6,5,2184.207862
660000,3,2,2184.207862
349000,2,1,800
14750000,6,6,8790
160000,2,1,900
12500000,4,4,3550
370000,3,1,462
600000,1,1,715
1950000,2,2,1000
2000000,3,2,1800
1250828,7,2,2184.207862
1149000,4,3,1800
329999,2,1,950
390000,2,1,1100
400000,3,1,2184.207862
239000,1,1,700
1188888,4,2,2184.207862
18500000,4,4,4856
567000,3,2,2184.207862
8900000,5,5,4297
189000,3,1,2184.207862
985000,3,2,2184.207862
839000,3,2,1120
995000,3,2,2184.207862
1439000,4,2,1625
379000,2,1,900
3195000,4,4,2184.207862
1439000,4,2,1625
1245000,5,2,1800
1995000,4,4,2184.207862
365000,4,3,1600
950000,2,2,1025
4195000,6,6,2184.207862
209000,1,1,658
1390000,5,4,1992
8250000,6,6,3920
429000,2,1,850
950000,1,1,2184.207862
699000,3,3,2835
450000,1,1,724
1190000,4,2,1500
2995000,2,2,2184.207862
349980,3,1,2184.207862
339000,1,1,693
649000,3,2,1257
4695000,3,4,2600
189999,1,1,2184.207862
189999,1,1,2184.207862
699000,3,3,2835
349980,3,1,2184.207862
399888,3,4,1613
1199900,4,4,2393
1395000,3,4,2472
2759000,6,6,2184.207862
2995000,4,3,2135
399000,1,1,2184.207862
16995000,5,4,4230
650000,2,1,1060
2599000,4,3,3510
1195000,4,2,2625
1288000,3,2,1188
2099000,2,2,1447
1275000,5,3,1920
1999999,12,6,2184.207862
16995000,5,4,4230
10750000,8,2.3738608579684373,7327
650000,1,1,2184.207862
4800000,3,4,3475
1279900,3,2.3738608579684373,3812
1680000,7,4,3780
299000,1,1,850
845000,1,1,2184.207862
415000,3,1,2184.207862
449000,1,2,1213
1250000,3,2,1287
4395000,5,4,2184.207862
315000,1,1,2184.207862
499000,2,1,900
699000,3,2,1700
625000,4,2,1268
749000,3,2,2184.207862
949000,4,2,1600
1495000,3,1,2184.207862
2395000,6,4,3972
625000,4,2,1268
1250000,3,4,3328
749000,3,2,2184.207862
3165000,9,5,2184.207862
205000,1,1,2184.207862
1198000,1,2,2184.207862
2199000,3,3,3454
5495000,3,2,3000
625000,1,1,2184.207862
1449999,3,2.3738608579684373,1890
1399000,5,4,2184.207862
525000,3,1,322
12000000,4,2.3738608579684373,5500
1299000,3,2,1700
269000,1,1,2184.207862
450000,1,1,2184.207862
899999,4,2,2194
925000,2,2,1077
279000,1,1,600
1795000,2,2,2184.207862
1250000,2,2,2184.207862
560000,3,1,622
